business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,permanently_closed,price_level,hex_id
OPERATIONAL,"{'location': {'lat': 24.9660028, 'lng': 67.0566506}, 'viewport': {'northeast': {'lat': 24.9672796302915, 'lng': 67.0580065302915}, 'southwest': {'lat': 24.9645816697085, 'lng': 67.05530856970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,ATS Hospital Cafeteria,{'open_now': True},"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108680970356431852133"">Haris Ahmed</a>'], 'photo_reference': 'AUGGfZnMGyj5OMGwLhQw7636RSRfaJDtC3xsIQDS3exF3z7Ygto_NuU-maUsZYP4U75ZhgDOPGufbYvkdp5qI_BSVxeNqK2EUlcoWzGiOPW2i2rqXu6i8Pcyu40Ld41YbwWRh9J7AttAOMad_kZ9wkAPHYlsJvAELLWBebKgGyJmPGHG3KVT', 'width': 4624}]",ChIJxYiyzzZBsz4R3yU--HIdxU8,3.7,ChIJxYiyzzZBsz4R3yU--HIdxU8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",312.0,"Sector 11 C 3 North Karachi Twp, Karachi, Karachi City, Sindh, Sector 11-C-3 Sector 11 C 3 North Karachi Township, Karachi","{'compound_code': 'X384+CM North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X384+CM'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.96506249999999, 'lng': 67.05381249999999}, 'viewport': {'northeast': {'lat': 24.9664064802915, 'lng': 67.05511308029149}, 'southwest': {'lat': 24.9637085197085, 'lng': 67.05241511970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Habibia Hotel,{'open_now': True},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109004298123029281386"">Ali Bhai</a>'], 'photo_reference': 'AUGGfZm2Lq_WQjau3he2KhYPgAFXXg5E63UTRNJoQMIMULithPEW85DnqMWuiZpOB0ANTCJNfsHRogQH6qFHATCw1YUTivutCf4grkrs5wUk_NUh_tFLyz7qZWbWr28gncQvXJmu8paOOQ_hJExsLX29S9rzgkriI0WJOPzZcgJjxew52CXf', 'width': 2604}]",ChIJsy07MsZBsz4RcdADQXs6Txo,4.1,ChIJsy07MsZBsz4RcdADQXs6Txo,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",28.0,"X383+2GH Anda more, Sector 10 North Karachi Township, Karachi","{'compound_code': 'X383+2G North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X383+2G'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9990073, 'lng': 67.0653789}, 'viewport': {'northeast': {'lat': 25.0003189302915, 'lng': 67.06672928029151}, 'southwest': {'lat': 24.9976209697085, 'lng': 67.0640313197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta masha ALLAH hotal,,,ChIJJY2hxtNBsz4RIWqbA5Le_Hc,,ChIJJY2hxtNBsz4RIWqbA5Le_Hc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"Abdullah Complex, Shahrah-e-Usman, Sector 5-I Sector 5 M North Karachi Twp, Karachi","{'compound_code': 'X3X8+J5 Sector 5 M New Karachi Town, Karachi, Pakistan', 'global_code': '7JP9X3X8+J5'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9651824, 'lng': 67.0565859}, 'viewport': {'northeast': {'lat': 24.9665273302915, 'lng': 67.0578677802915}, 'southwest': {'lat': 24.9638293697085, 'lng': 67.0551698197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Al-Rozi Hotel,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108763578370439285646"">imzeeshankhan</a>'], 'photo_reference': 'AUGGfZkvR_IbpZFM58twaE-3wXJe9bfk1eNqnJejBiBcUPXYOtMAovkpDBaY5_AnE0-ECqe7ON-e0fdrDNb6LHyOuMQUPn_OI7xruPQfHhfoNo6IoG5xzzV9NAVz-tNJ2CY_iKiSHcQp-gnKZ2w8kP8SdqbbKlZCBtfdhhg06NmRl2aEOzez', 'width': 2448}]",ChIJgyJWauxBsz4RrRBolB6M1S8,4.4,ChIJgyJWauxBsz4RrRBolB6M1S8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",26.0,"X384+4J8, Sector 11 C 3 North Karachi Township, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9823404, 'lng': 67.0734045}, 'viewport': {'northeast': {'lat': 24.9836889302915, 'lng': 67.07474643029151}, 'southwest': {'lat': 24.9809909697085, 'lng': 67.07204846970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Polly Hotel,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113239784247431859596"">Syed Mairaj U. Shah</a>'], 'photo_reference': 'AUGGfZnD5-AtYpeBxRgKGFc2NeVbvhbh_mBfwUxZ_ckGoRznirSdhgV8wf_Wl2HCBkh1PNFw-su50pF5McoKndAJrO5MQFWAAn7QBkTPlFNMv9fNuLIhlsVQ-a8gPw95_6wLjt0gP-_YCSmQG4yks1_ozuzFqv05QlpN8ObEk0lzQJHrz9va', 'width': 4608}]",ChIJO8uo0sBBsz4RYa3qQdoeDpE,5.0,ChIJO8uo0sBBsz4RYa3qQdoeDpE,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",1.0,"X3JF+W8W, Sector 11-D Sector 11 D North Karachi Township, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9645521, 'lng': 67.0563746}, 'viewport': {'northeast': {'lat': 24.9658313302915, 'lng': 67.0577249302915}, 'southwest': {'lat': 24.9631333697085, 'lng': 67.05502696970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,O2 Sheesha,{'open_now': False},"[{'height': 834, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110580788029514305727"">xia Ali</a>'], 'photo_reference': 'AUGGfZn-g8S2y-YnzTtsVIVx_fN5ChOmA5310BELkPasX9COs6upBg5ndIHSjGPPE2v8KM7hBO2jEgzPSnu-60167J4CxQoMDluvNLbP2Kj4cVa-SMejBlM-l79l7nis9Tueg-0Puri_D1tr_fI1vCfSW0BsVTCX_W7WpQmk7Ui3tgbL1oVq', 'width': 1242}]",ChIJgWiFPY1Asz4RsX52hX33DVE,3.8,ChIJgWiFPY1Asz4RsX52hX33DVE,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",84.0,"E-27 Anda Mor Road, Sector 14 B Shadman Town, Karachi","{'compound_code': 'X374+RG Shadman Town, Karachi, Pakistan', 'global_code': '7JP9X374+RG'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.976263, 'lng': 67.0720262}, 'viewport': {'northeast': {'lat': 24.9776126802915, 'lng': 67.07338473029151}, 'southwest': {'lat': 24.9749147197085, 'lng': 67.0706867697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Al Rahim Hotel,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114336043150262365886"">basheer khan</a>'], 'photo_reference': 'AUGGfZmmvhgTS4gQ7kScwV-AMfZefiGXjZDPzcAnawl8TvcPlC1NGudzEVSejRqQAeQG_WNiJq-IIGENEsrcnHKLMcGDSuCLmA7qcu5Lzruos1hwH2n-0p4pDAuRvLON0DCV79nvtg6sU1SWJzEZSGc-jQ38y4_XLrskDjkSuyhHtKlk_YY0', 'width': 4608}]",ChIJq2-VaqxBsz4RBF-rYnEvJYU,4.4,ChIJq2-VaqxBsz4RBF-rYnEvJYU,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",21.0,"X3GC+GR2, Unnamed Road, Sector 11-J Sector 11 J North Karachi Township, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9669736, 'lng': 67.0633658}, 'viewport': {'northeast': {'lat': 24.9683251302915, 'lng': 67.06477823029151}, 'southwest': {'lat': 24.9656271697085, 'lng': 67.0620802697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Tayyab Cafe,,,ChIJqUIbkw1Bsz4Rn8OfmRHbeXk,5.0,ChIJqUIbkw1Bsz4Rn8OfmRHbeXk,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",1.0,"Plot R 94, 1, Sector 11C-3 Sector 11 C 1 North Karachi Township, Karachi","{'compound_code': 'X387+Q8 North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X387+Q8'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.968396, 'lng': 67.0659763}, 'viewport': {'northeast': {'lat': 24.9696948302915, 'lng': 67.0673270802915}, 'southwest': {'lat': 24.9669968697085, 'lng': 67.0646291197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta gulshare Agha hotel near b amma,,,ChIJuz0aqT5Bsz4RrDdQH2wFPDg,4.0,ChIJuz0aqT5Bsz4RrDdQH2wFPDg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",1.0,"X398+995, Sector 11 C 1 North Karachi Township, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9666697, 'lng': 67.06339849999999}, 'viewport': {'northeast': {'lat': 24.9680222802915, 'lng': 67.06480278029149}, 'southwest': {'lat': 24.9653243197085, 'lng': 67.06210481970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Utaib Cafe,,,ChIJMwbqJcVBsz4R_2PMD45-Ymw,5.0,ChIJMwbqJcVBsz4R_2PMD45-Ymw,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",1.0,"Plot R 90, 1, Sector 11C-3 Sector 11 C 1 North Karachi Township, Karachi","{'compound_code': 'X387+M9 North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X387+M9'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9663848, 'lng': 67.0629884}, 'viewport': {'northeast': {'lat': 24.9677364802915, 'lng': 67.06438013029151}, 'southwest': {'lat': 24.9650385197085, 'lng': 67.06168216970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Ice Screamer's cafe,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115085266225834851235"">annie tanveer</a>'], 'photo_reference': 'AUGGfZkhwl_PHqrYl0PM41k1z4NCDokABdcSQhEzQdeoRM8FdUrv-VBsJreb8l2n9W1f5PFQ3Uw9T6wBxzjuvHtx3KfpG9BmMxACjpBG4AwISTI7bnXtDQhC3m1JnL2WVoxf2PdddoNVcqYzqMONe8sS5Qnm6sxCtiEwEp-LFLYNTc-NmCU', 'width': 1280}]",ChIJUdskvwhBsz4RHuhFs_D0PA0,3.8,ChIJUdskvwhBsz4RHuhFs_D0PA0,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,"Faiza Avenue, Shop no 42, Sector 11 C 1 North Karachi Township, Karachi","{'compound_code': 'X387+H5 North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X387+H5'}",,,8642e4557ffffff
